,Org name,Org type,Forbes rank,CSR rank,Sector,Text,tweet_type,CODED_hashtags,CODED_media,CODED_urls,favorite_count,retweet_count,Date,Fake_Label,Presence/Absence,Josh,Dylan
6647,Pfizer,profit,61,57,Healthcare,"Upjohn, a division of Pfizer, is proud to partner with the @EU_Commission’s @EIP_AHA to support programs to improve healthy aging and reduce the burden of non-communicable diseases. #NCDs https://t.co/u6lObrnzQI",original,1,1,0,21,2,12/11/19,1,0,1,1
30923,American Family Insurance Group,profit,306,51,Financials,"Instead of focusing on your waistline this summer, take time to understand what wellness really means to you. Here’s how you can become your healthiest self. https://t.co/B3RjTGrfzg https://t.co/fz3YQwWUjF",original,0,1,1,5,0,5/27/19,1,0,1,0
8758,Exelon,profit,93,61,Energy,"Exelon is thrilled to have leaders from @ComEd, @MyBGE &amp; @ConstellationEG at the @ets_conference this week to discuss important industry issues such as climate change, conservation, and building vibrant communities. For more info on #ets19 visit: https://t.co/kU788MsWjf https://t.co/bUY6im8ZnN",original,1,1,1,22,7,4/15/19,1,0,0,0
22518,DTE Energy,profit,220,54,Energy,@ENERGYSTAR-certified central air conditioners have higher seasonal energy efficiency ratio and energy efficiency ratio ratings and use 8% less energy than conventional new models: https://t.co/nJQm9PskOS https://t.co/StXcQ88Ejw,original,0,1,1,0,0,6/13/19,1,0,1,1
17869,PG&E,profit,183,58,Energy,"More wind, rain and snow expected today and for the rest of the week. Extreme weather conditions may impact access to PG&amp;E equipment and restoration time in some areas. Please have a plan for potential outages and to stay safe. https://t.co/S3FkuoZfIa #CAwx https://t.co/pP1nSXaEKQ",original,1,1,1,4,1,2/14/19,1,0,0,0
26461,Sempra Energy,profit,269,59,Energy,"Congrats to this year’s @SDGE #EnergyShowcase winners! @Hunter_Ind, @CHWorks, @sandag, @OceanDiscInst, @ViejasCasino, @GUHSDTweet, @helixwater &amp; @nbcsandiego, were recognized for their #sustainability work. Read more in today's #SempraSpotlight: https://t.co/3ovGrLVaIf",original,1,0,1,12,3,5/3/19,1,0,0,0
10875,Raytheon,profit,114,60,Aerospace & Defense,"The world's first all-digital warning receiver to outfit the @usairforce's newest tanker, the KC-46 Pegasus. Learn how the ALR-69A receiver will protect aircrew under this contract with Boeing. https://t.co/XPovYsLaIJ https://t.co/7z0kdkdIQ3",original,0,1,1,60,17,9/25/19,1,0,0,0
34158,Public Service Enterprise Group,profit,323,59,Energy,"PSE&amp;G’s #NJCleanEnergyFuture filing will save enough electricity to power 5.5 million homes for a year+save enough natural gas to supply 675,000 homes for a year – while saving participating customers money.  For more: https://t.co/MylW9b5wiE https://t.co/nFlARvndl7",original,1,1,1,1,0,7/8/19,1,0,1,1
10417,JP Morgan Chase,profit,18,59,Financials,"""#TogetherWe celebrate women who have forged their own path, without apology. They deserve recognition,"" shares Venida, $JPM VP at #SitWithMe in Delaware. https://t.co/TgvsuOLIkS",original,1,1,0,77,18,3/8/19,1,0,1,0
2254,Johnson & Johnson,profit,37,63,Healthcare,"Alex Gorsky, Chairman &amp; CEO, #JNJ and members of the @BizRoundtable Corporate Governance Committee released their revised Statement on the Purpose of a Corporation. Read more about the work—and the impact Alex expects it to have—in @FortuneMagazine: https://t.co/kSggLQzlw2 https://t.co/wA8qiKDPtd",original,1,1,1,32,10,8/19/19,1,0,0,0
4273,Caterpillar,profit,58,56,Industrials,Decorate your doorstep with our printable pumpkin carving templates! 🎃https://t.co/n4eMwEEneY,original,0,0,1,22,1,10/27/19,1,0,0,0
51417,American Express,profit,72,61,Financials,Introducing @Qantas – the newest Membership Rewards® airline partner! Card Members can now transfer #MembershipRewards pts and get 20% more Qantas Points through 6/30/2019. Terms Apply. https://t.co/wU5MFWh6oc https://t.co/gnvdzwtStv,original,1,1,1,19,6,6/25/19,1,0,0,0
20780,Wells Fargo,profit,29,58,Financials,"Ding! Add Wells Fargo’s common short codes (93557, 93729, 93733, 54687) to your contacts so you recognize us when we text you. Discover more ways to help protect your information: https://t.co/B777c9qNrM #TuesdayTip https://t.co/5lSkwHnhWK",original,1,1,1,7,5,5/7/19,1,0,0,0
6241,Morgan Stanley,profit,63,58,Financials,"As part of our ongoing commitment to fight plastic waste, we’re joining the @NatGeo Society and @UGA_Engineering to scale and enhance the innovative Marine Debris Tracker program. Learn more: https://t.co/ef0rDXQcIx https://t.co/GevdPiLxPB",original,0,1,1,13,4,11/15/19,1,1,0,1
13594,Bristol-Myers Squibb,profit,138,58,Health Care,Our global Patient Week celebration starts today! Learn how our employees around the world take time to get to know some of the patients we strive to serve. https://t.co/4ZW5Zvn73A  #WorkingTogetherForPatients https://t.co/nmBGtRSJjL,original,1,1,1,27,4,9/23/19,1,0,1,0
35446,Rockwell Collins,profit,350,60,Aerospace & Defense,We're not the only ones chasing the dream of hybrid electric flight - just the only ones about to catch it. Download our eBook here ➡️  https://t.co/Z3sQtHekYp #ParisAirShow #PAS19 https://t.co/GZDnZWSGGU,original,1,1,1,7,0,6/20/19,1,0,0,0
16977,Jones Lang LaSalle,profit,189,57,Financials,"Anxious about finding an available desk for the day? Relax. JiLL works just like a human admin, bringing convenience to the search and reservation process through a simple conversational interface. Just ask JiLL. https://t.co/0WAQj2L6Le https://t.co/u0ydGamD3Q",original,0,1,1,3,2,7/2/19,1,0,0,0
13911,Jabil,profit,140,54,Technology,"To empower local youth, Jabil engineers have joined forces with @American_Heart, mentoring and inspiring young girls in Hillsborough County to pursue careers in STEAM (Science, Technology, Engineering, Art and Math). #JabilCares #AHA #STEMGoesRed https://t.co/LRulY5EzTl",original,1,1,0,4,0,9/26/19,1,0,1,1
50423,Morgan Stanley,profit,63,58,Financials,"“I was feeding myself stories that my different was a bad different. Once I was able to get out of my own way, that was when I could fully step into my own power.” – Lauren Ziadie #MLS2019LA https://t.co/ZZCWvytElc https://t.co/W2jAfwpfaH",original,1,1,1,8,3,5/16/19,1,0,0,0
44328,Intercontinental Exchange,profit,469,54,Financials,The 2-10 Muni Yield Curve spread hit an all-time low as investors flock to fixed income amid economic growth fears:  Month   Spread Nov 18      60 Dec 18      54 Jan 19      53 Feb 19      51 Mar 19      39 Apr 19      31 May 19     28 Jun 19      35 Jul 19       41 Aug 19     20,original,0,0,0,9,5,8/29/19,1,0,0,0
4755,Lockheed Martin,profit,60,59,Aerospace & Defense,We are honored to recognize Lockheed Martin systems engineer Cory Weathers who will receive the 2019 Linda Gooden Legacy Award at #BEYA2019! https://t.co/xABMsh2SU8,original,1,1,0,85,14,2/2/19,1,0,0,0
35956,Air Products & Chemical,profit,344,54,Chemicals,"Richard Boocock, Special Advisor to the Chairman, will discuss the role of #hydrogen in India's future energy mix and Air Products' leadership role at the #IndiaEnergyForum by @CERAWeek  #AirProductsIndia #zeroemission #cleanenergy #HydrogenNow Learn more: https://t.co/sgM5GpZJ59 https://t.co/HXNJ9OgqeW",original,1,1,1,4,1,10/14/19,1,0,0,0
3209,United Parcel Service,profit,41,60,Transportation,"@danieljwindham In partnership with CVS Health Corp, we will explore the use of #drones for delivering prescriptions and retail products to the homes of CVS residential customers. Click to learn more. #UPSDrones https://t.co/pM1fXLa4iD https://t.co/kqcpszocxE",original,1,1,1,1,0,10/23/19,1,0,1,0
48470,Centene,profit,51,51,Healthcare,"Health is driven by the conditions in which we were born, grow, live, work and age. Food insecurity, housing instability, unemployment, and other factors contribute to health outcomes. Learn how Centene addresses social and environmental barriers to care. https://t.co/R2sdYXtuhP https://t.co/lb90hQQ99L",original,0,1,1,7,0,11/5/19,1,0,1,0
27012,LKQ,profit,262,45,Wholesalers,"ONE DAY SALE! With the WorkHose, there’s no more wrestling with bulky air hoses. The patented design keeps it lightweight while maintaining air force pressure up to 400psi. Contact your local LKQ / Keystone to get this special deal! SEE IT IN ACTION -  https://t.co/ir8Fp6Fqu5 https://t.co/E4ElAbjxNg",original,0,1,1,3,0,9/13/19,1,0,0,0
14253,Qualcomm,profit,137,57,Technology,"Can’t wait to see team @MercedesAMGF1 take on the Autódromo Hermanos Rodríguez, where @ValtteriBottas currently holds the lap record. Best of luck to him and @LewisHamilton at the #MexicanGP. #F1 https://t.co/WkHXsxdrFL",original,1,1,0,71,13,10/25/19,1,0,0,0
42743,Owens Corning,profit,431,59,Materials,Close collaboration between our customers and OC experts working across our global network of science and technology centers helps us foster the #innovation that’s the cornerstone of our shared success.  🌎  #science #technology https://t.co/Ija43UNOWS,original,1,1,0,6,2,9/16/19,1,0,1,1
6011,Cigna,profit,65,61,Healthcare,"Hey, Houston! Get ready and join us on 11/3 for the last Cigna @SundayStreetHTX of the Fall season. We will have cool airbrush tattoos and more fun and games you and your family will love. Come by and help us continue to promote healthy lifestyles. #CignaHouston #SSHTX https://t.co/NJxqiHEuYD",original,1,1,0,11,2,10/29/19,1,0,0,0
34337,Public Service Enterprise Group,profit,323,59,Energy,"Our customers will always depend on the safe, reliable, around-the-clock energy we provide, but in the face of climate change, we know that will be no longer enough – we must also be champions of clean energy. #NJCleanEnergyFuture https://t.co/DAIWp7su75",original,1,1,0,4,1,3/19/19,1,1,1,0
36427,WESCO International,profit,370,55,Wholesalers,We're pleased to be recognized as the 2019 National Distributor of the Year by @AxisIPVideo! The award was extended last week during the Axis Connect &amp; Converge Conference. 🏅 #ACCC19 https://t.co/K0FJO5AJaA,original,1,1,0,4,0,11/1/19,1,0,1,0
36689,Caesers Entertainment,profit,365,52,"Hotels, Restaurants & Leisure","Las Vegas Native, @jimmykimmel, has announced the opening lineup for the new Jimmy Kimmel's Comedy Club at the LINQ Promenade! See who's stepping up to the mic at the new venue: https://t.co/OBKsHJELgB https://t.co/xQXPJdWAkP",original,0,1,1,36,6,4/5/19,1,0,0,0
28912,Lam Research,profit,287,54,Technology,"Blue is a @UCBerkeley #robot that demonstrates a future of #AI-powered machines, working safely alongside humans in #SmartFactories is more feasible than we once thought. Check out more via @verge. https://t.co/fRl5AIinNe https://t.co/LHgf9fOfkA",original,1,1,1,4,0,4/16/19,1,0,1,1
44354,Intercontinental Exchange,profit,469,54,Financials,"Today we welcomed Borr Drilling to the @NYSE for their IPO. NYSE is home to energy companies, while ICE provides the infrastructure for global energy markets:   • Thousands of products • Twelve exchanges • Five continents • One platform https://t.co/TcmcCVu4Pq",original,0,1,0,5,4,7/31/19,1,0,0,0
40661,Dover,profit,412,48,Industrials,"New Randell BC Series Blast Chillers, from Dover’s @UnifiedBrands, incorporate technologically advanced features to give foodservice operators greater control and recording of the food chilling process. https://t.co/qB4phzRzGg https://t.co/Zdn8fhUWe6",original,0,1,1,3,1,10/30/19,1,0,0,0
15265,Broadcom,profit,150,47,Technology,"The Broadcom® BCM15000 (BCM15K) knowledge-based processors use up to eight parallel operations, which allow the devices to reach decision speeds of 7.2 billion searches per second. https://t.co/hRxH0vQLHv",original,0,0,1,5,1,3/27/19,1,0,1,0
11342,Northwestern Mutual,profit,111,61,Financials,"This Women’s History Month, we asked a few of our advisors to share how they empower others. Today, Sarah Miller explains how she coaches her clients to focus on what makes them happy - and incorporate those things into their financial goals. https://t.co/aC9nzuqOs3",original,0,0,1,2,0,3/29/19,1,0,1,1
28727,Lam Research,profit,287,54,Technology,"Ensuring everyone feels comfortable at work is critical. #LamResearch's Managing Dir. &amp; Global #HR Partner is sharing more about how to create a culture of #inclusivity in the workplace, on a panel at #SEMICONWest https://t.co/oAZgdr1pJN",original,1,1,0,4,2,7/9/19,1,0,1,0
18158,American Electric Power,profit,192,55,Energy,"A strong weather system blew across our Va and WVa service areas Thursday. More than 40,000 customers lost electric service. Currently 19,500 are without service in Va; 17,000 in W. Va.; assessments and repairs are ongoing with all projected on by Sunday night. https://t.co/yH430OhrYM",original,0,1,0,0,0,11/1/19,1,0,0,0
32270,Citigroup,profit,30,61,Financials,"The holiday season kicks off on Thursday, November 21, with the opening of the @UrbanspaceNYC #UnionSquareHolidayMarket! All are welcome to stop by the #Citi Holiday Lounge. https://t.co/EqfATn7Lip https://t.co/L9Hx6ft8HL",original,1,1,1,10,1,11/15/19,1,0,0,0
